move,786.703125,230.00390625
move,786.43359375,230.26953125
move,785.26953125,231.4296875
move,783.55859375,232.7109375
move,781.84765625,233.9921875
move,778.796875,236.0234375
move,775.23828125,237.546875
move,770.84765625,239.73828125
move,761.8203125,244.25
move,752.79296875,248.0078125
move,742.484375,252.76171875
move,730.81640625,258.59375
move,719.140625,263.59375
move,706.89453125,270.58984375
move,693.7734375,276.7109375
move,680.0390625,284.03515625
move,666.91796875,290.15625
move,661.24609375,293.3046875
move,649.5703125,299.140625
move,639.26171875,303.89453125
move,630.234375,308.40625
move,621.20703125,312.91796875
move,614.5,316.26953125
move,608.828125,319.41796875
move,604.11328125,322.36328125
move,599.72265625,324.5546875
move,595.87890625,327.296875
move,592.828125,329.8359375
move,589.77734375,332.375
move,586.484375,335.6640625
move,585.328125,336.81640625
move,582.78515625,339.35546875
move,580.9140625,341.69140625
move,579.203125,343.3984375
move,578.0390625,344.55859375
move,576.99609375,345.25
move,576.3828125,345.859375
move,575.33984375,346.203125
move,573.80859375,346.58203125
move,572.2578125,346.96875
move,569.44921875,347.43359375
move,567.3125,347.43359375
move,564.50390625,347.43359375
move,562.953125,347.43359375
move,560.14453125,347.8984375
move,558.0078125,348.32421875
move,555.87109375,348.75
move,553.734375,348.75
move,552.69140625,349.09375
move,552.078125,349.09375
move,551.46484375,349.09375
move,551.1953125,349.09375
move,550.92578125,349.09375
move,550.92578125,349.359375
press,550.92578125,349.359375
press,550.47265625,349.359375
press,550.203125,349.359375
press,549.58984375,349.359375
press,548.546875,350.05078125
press,547.93359375,350.35546875
press,547.3203125,350.96484375
press,546.27734375,351.65625
press,545.6640625,351.9609375
press,544.62109375,352.65234375
press,543.5859375,353.33984375
press,542.54296875,354.03125
press,540.9921875,354.8046875
press,539.95703125,355.4921875
press,538.40625,356.265625
press,537.2421875,357.42578125
press,536.19921875,358.1171875
press,535.15625,358.80859375
press,534.11328125,359.5
press,533.0703125,360.19140625
press,532.02734375,360.8828125
press,530.31640625,362.1640625
press,529.70703125,362.76953125
press,528.6640625,363.4609375
press,527.62109375,364.15234375
press,526.578125,364.84375
press,525.53515625,365.53515625
press,524.4921875,365.87890625
press,523.44921875,366.5703125
press,522.8359375,367.1796875
press,521.80078125,367.5234375
press,520.7578125,368.21484375
press,519.71484375,368.55859375
press,519.1015625,368.86328125
press,518.05859375,369.5546875
press,517.015625,369.8984375
press,515.97265625,370.58984375
press,514.421875,370.9765625
press,513.3828125,371.6640625
press,512.33984375,372.35546875
press,510.7890625,373.12890625
press,509.74609375,373.8203125
press,508.2109375,374.5859375
press,506.66015625,375.359375
press,504.5234375,376.2109375
press,501.78125,377.578125
press,499.64453125,378.4296875
press,496.859375,379.8203125
press,494.05078125,381.22265625
press,490.20703125,383.4140625
press,486.6484375,384.9375
press,482.2890625,387.11328125
press,477.57421875,390.05859375
press,472.859375,393.00390625
press,468.46875,395.1953125
press,463.75390625,398.140625
press,459.0390625,401.0859375
press,455.1953125,403.828125
press,450.8046875,406.01953125
press,446.4140625,408.2109375
press,441.69921875,411.15625
press,437.30859375,413.34765625
press,433.8359375,414.83203125
press,429.4453125,417.0234375
press,425.6015625,419.21484375
press,422.04296875,420.73828125
press,418.19921875,422.9296875
press,414.640625,424.453125
press,411.58984375,426.484375
press,407.74609375,428.67578125
press,404.6953125,430.70703125
press,401.13671875,432.23046875
press,398.0859375,434.26171875
press,395.27734375,435.6640625
press,391.71875,437.1875
press,388.66796875,439.21875
press,385.109375,440.7421875
press,383.55859375,441.515625
press,378.25390625,443.87109375
press,374.6953125,445.39453125
press,371.13671875,446.41015625
press,367.578125,447.93359375
press,364.01953125,449.45703125
press,360.4609375,450.47265625
press,356.0703125,452.1171875
press,351.6796875,453.2109375
press,347.2890625,454.85546875
press,342.8984375,455.94921875
press,337.59375,457.71484375
press,331.29296875,458.97265625
press,325.98828125,460.1484375
press,319.6875,461.40625
press,313.38671875,462.6640625
press,307.0859375,463.921875
press,300.78515625,465.1796875
press,293.40625,466.51953125
press,287.10546875,467.77734375
press,280.8046875,469.6640625
press,274.50390625,470.921875
press,268.203125,472.1796875
press,261.90234375,473.4375
press,255.6015625,475.32421875
press,249.30078125,477.2109375
press,243.0,478.46875
press,236.69921875,480.35546875
press,230.3984375,482.2421875
press,225.09375,484.0078125
press,218.79296875,485.265625
press,213.48828125,486.44140625
press,208.18359375,487.6171875
press,202.87890625,488.79296875
press,197.57421875,490.55859375
press,192.26953125,491.734375
